# Fix print output for fix thermodata
-7.33733065834586 -8.29602599828644 25.0166548843355 322.251817443284 -99.8791101174991 0.978301697369481
-7.33546308645952 -8.28832201943125 24.9634729581328 320.289992163974 -544.682843961693 0.984567518714284
-7.30761841207631 -8.28646996618082 25.016590541745 329.027042456378 -274.499790580593 0.978309245955355
-7.41282933024331 -8.35183334158217 24.9367124009603 315.632857106864 -1033.51319683842 0.987740654732463
-7.40033289883127 -8.36209386483953 25.022813109543 323.282284089731 -127.564553897398 0.977579581963757
-7.52057778763092 -8.44320041531378 24.8732078591398 310.126487736478 875.324135830453 0.995325478780615
-7.48699896386073 -8.37339181426589 24.942537443284 297.948362854773 -296.230811737832 0.987048789976264
-7.40314736659629 -8.35383350410628 24.9413371554863 319.55963784044 -304.227170209296 0.987191300334908
-7.38905298198879 -8.33556930496444 24.7081710379383 318.158013929165 1819.46361331805 1.0154036541493
-7.34391134796311 -8.29351893024203 24.9702742345866 319.197096823556 -437.688829279393 0.983763223325723
-7.37811944082715 -8.3384618456362 24.9585282653563 322.805454897438 1192.95046111571 0.985152811454642
-7.47081691506209 -8.38367623227452 24.8209255770451 306.844689638288 -839.072956145583 1.00162833510831
-7.36464033595835 -8.36837330798837 24.9595140729057 337.39057757856 -208.776849823799 0.985036086499317
-7.35208814659247 -8.34052182457036 24.9142481367423 332.247937254257 -341.471954848662 0.990414893163335
-7.34305335537124 -8.32249757886041 24.992230914051 329.226259849426 -1414.85653720829 0.981172673953728
-7.29730495076848 -8.2520055475136 24.9880369934103 320.909041275169 -278.511518221743 0.981666788518906
-7.26185329279574 -8.24227445125047 24.8905697090268 329.554642657873 -99.5216008161842 0.993244131410543
-7.44032603170005 -8.35860863790477 24.8081557493951 308.667651179328 -373.840079281196 1.00317587532273
-7.40019223275071 -8.32601225583539 24.8745183348122 311.201246772427 -68.5567108073421 0.99516817550037
-7.3790071833389 -8.32312630396637 24.8826879956397 317.352228419108 -148.0192658447 0.994188275250863
-7.41757833590267 -8.3559756817773 24.7868345982563 315.428935130523 1125.50573448858 1.00576683964259
-7.41690954929923 -8.39109521103127 24.8873671416158 327.458669028054 736.328110454502 0.993627620023375
-7.37117486334046 -8.29912562541336 24.8448624354317 311.91746440992 298.071254443357 0.998736057861563
-7.39307011016582 -8.32717366598756 24.979966812019 313.985638610122 -1126.19902993915 0.982618525819634
-7.36504228392328 -8.27913179795953 24.9492701076496 307.258202822067 592.799943910604 0.986249927920487
-7.40129401943846 -8.35228363023938 24.9995743190596 319.661646075459 -797.468826382045 0.980308295385362
-7.31810969437816 -8.30612103582164 24.8976701495621 332.105974828744 167.030199279983 0.992394598930306
-7.35952383838436 -8.30851222876894 24.8680715974966 318.98896426571 858.256369092506 0.995942330958132
-7.44034139535048 -8.37619042942123 24.9316551565561 314.572356323889 -929.877284360256 0.988341849381588
-7.38988572295326 -8.35349482303827 24.9947342290784 323.903508101469 -848.050457699 0.980877899267714
-7.2781499100126 -8.28107673631537 24.9044192847103 337.119603146006 771.195579818279 0.991587996265861
-7.4047899945767 -8.31630130413724 24.961103411986 306.391576018507 -628.989332324782 0.984847938967424
-7.39011759324532 -8.30341664690625 24.8050550689819 306.992500797705 -119.518105008385 1.00355211919124
-7.35828352501816 -8.31865738548758 24.8102915754283 322.81602827075 -61.0244422537543 1.00291681854787
-7.44431759332472 -8.46258833285471 24.8765968133552 342.277241572069 118.989963616934 0.994918752771998
-7.44667707019595 -8.36656591971963 24.865778549237 309.2075670496 1381.69992905991 0.996217884900355
-7.40518845682679 -8.30614118286637 24.90935065622 302.84245818357 708.550234238384 0.990999190777393
-7.295438422208 -8.28697179459076 24.8912504857271 333.289855488206 671.59805918832 0.993162637838808
-7.40499084889983 -8.28796624615404 24.9116193457203 296.79963453302 376.411272115387 0.990728465937898
-7.33017817073708 -8.29716638252702 24.9618834808331 325.039348490892 1880.35787363056 0.984755611176245
-7.30980503734281 -8.2228686056373 24.9631954810622 306.913345737539 -5.80360004595228 0.984600350802764
-7.34368028381299 -8.30656265383835 25.1122992583179 323.659228117246 -1015.70174190208 0.967166142050795
-7.35902658264686 -8.29653219532745 24.8209964498538 315.129191687033 -181.723083600739 1.00161975511303
-7.51209582959307 -8.40823863675273 24.8261621798505 301.22567229108 -295.111209213761 1.00099464592632
-7.41417586791153 -8.35096295703232 24.8537753777947 314.887670201138 426.430206838843 0.997661957260471
-7.31190850104279 -8.25421775523039 24.8911061360604 316.743867529807 190.814015457338 0.993179916724648
-7.32580303274251 -8.27471804467669 25.0319402120346 318.964299142163 -874.6036055923 0.976510641714264
-7.40420307187015 -8.35296202628055 24.8938511050953 318.9118426228 320.176083453667 0.992851408190312
-7.42439850795834 -8.37945921659205 24.8307848885516 321.030087770073 192.886055518547 1.00043568913838
-7.37698976919211 -8.32224580428175 24.9257805517181 317.734386062364 442.090622452426 0.989040822837663
-7.40379501441414 -8.37514881137667 24.8399386640593 326.506777920724 391.621711485446 0.999330083824832
-7.38440098416807 -8.30688818731841 25.0077145346 310.080966703973 -364.19547903257 0.979351311863929
-7.42162184104999 -8.32621318672954 24.943888578203 304.065528478286 -359.702674801333 0.98688840233121
-7.36942245760498 -8.31886232966537 24.9412607020052 319.140723416414 -189.792766619554 0.987200378598071
-7.27594305924929 -8.23372227520945 24.9737835813429 321.943875383493 695.61682695211 0.983348562748867
-7.35971018655712 -8.33885839051985 25.0167280027931 329.126757091437 -1380.33161164062 0.978293119304982
-7.39294998685631 -8.33585134817148 24.9076586840696 316.942895928119 -260.276600682508 0.991201159612341
-7.28291367016878 -8.26285111060079 25.0194805602423 329.392047717169 -932.181769639211 0.977970269464362
-7.38408488067351 -8.33921709557398 24.8901670864211 321.05412358569 1567.20918800973 0.993292332253203
-7.38492621595937 -8.32545584460623 24.9494140070392 316.145671689084 -271.875917304897 0.986232862997357
-7.41167499062444 -8.38031962061737 24.8326773556183 325.596129935552 -10.7899432172443 1.00020698073712
-7.34362837304583 -8.31186659630074 24.9266419231405 325.459522084765 248.344459816893 0.988938293736822
