# Fix print output for fix thermodata
-7.79444196761198 -8.57878471666435 24.8624013497727 263.645671205886 572.266644192002 0.996623905641013
-7.83557068999642 -8.59363836953362 24.7662816441924 254.81367990275 1230.86321538168 1.00827290488135
-7.85045507211267 -8.62836587616279 24.9184280830683 261.48366427801 407.886051935725 0.98991656477675
-7.85459316714318 -8.65697603121168 24.9074128327728 269.70959955584 621.006600451826 0.991230511174957
-7.94162115012244 -8.70711854565922 24.8991754600817 257.311073375111 487.149614314982 0.992214620474356
-7.87773226309442 -8.67990308000287 24.974611127405 269.63832291574 -311.260749188093 0.983250814768444
-7.89127046990251 -8.6520346018311 24.9546298167495 255.720054063105 -310.472811006398 0.985614589606891
-7.78041319257295 -8.62689122440285 24.8614063159651 284.531563697711 689.857938049135 0.996743574756766
-7.87649272137043 -8.7088668163828 24.8578634335444 279.790725724266 961.583013849355 0.997169819992545
-7.87704926567915 -8.67120844251578 24.7593131352741 266.945323934431 670.025833784395 1.00912447976826
-7.77250183023681 -8.62405563702174 24.7952594401652 286.237713332581 -7.67057383152301 1.00474198068945
-7.89357331472588 -8.68058497020795 24.7889433569526 264.542786182589 -304.325763470566 1.00551018419093
-7.84049918857313 -8.6412279977594 24.6744741732442 269.153612507875 463.419490079539 1.0195694168455
-7.84641718829911 -8.64830724392223 24.6910994989382 269.543948998714 -640.129676326687 1.01751127487314
-7.85120144823138 -8.60882489236413 24.822485390177 254.66435648321 413.685123991875 1.00143952385532
-7.90206792514304 -8.70342331100612 25.0430451400098 269.364227355426 -25.6969792096917 0.975212164748256
-7.73330804040297 -8.5351237999382 25.0218980634056 269.518975424361 -318.97566946123 0.977686835593932
-7.81771801783563 -8.61141615885317 24.8040006934561 266.79035329421 379.889614339026 1.00368010246934
-7.73954433614394 -8.59278425849806 24.6825491665711 286.804477124947 910.706000467461 1.01856907571238
-7.81946133577945 -8.64861021236653 24.9165013608309 278.706614374288 624.134352989845 0.990146224838619
-7.88246120434374 -8.63767794153931 24.9604903321729 253.855376140606 -153.478824160915 0.984920510284667
-7.78127136815673 -8.59567772800945 24.8916706542604 273.751126834699 -647.625957256971 0.993112345274984
-7.76987120333148 -8.62828894059367 24.7867805290388 288.544926040255 925.449163102833 1.00577342151529
-7.87568851194951 -8.64575745445042 24.8778341128365 258.847733934879 663.734533160695 0.994770313254186
-7.84084286342224 -8.63226137880682 24.8102528044701 266.024089526453 839.701016538849 1.00292152032666
-7.8997008192477 -8.66050364304484 24.9306279618609 255.733059784984 300.384491030183 0.988464019750023
-7.75785191185862 -8.55740741974052 24.8965039854401 268.759223944597 -1329.04403251281 0.99253405817156
-7.82835163135586 -8.62006393803297 24.7756008690299 266.12284329527 83.9442926156471 1.00713556157222
