# Fix print output for fix thermodata
-7.55609768207123 -8.44124879205429 24.7462126486152 297.530969454447 626.022054717917 1.01072800049308
-7.64810915160946 -8.49822802768233 24.7517250149683 285.755381761118 -820.45435242626 1.01005286423874
-7.5852926073845 -8.5008182862275 24.6905129283371 307.740949216923 72.6192646123984 1.01758379540536
-7.61516752287032 -8.51968247550852 24.7173979016726 304.039850042822 334.078396676453 1.01426694539456
-7.69386439931886 -8.54414366776245 24.8699428867128 285.809295377692 -1711.59960250481 0.995717534794457
-7.70423170306487 -8.51079363701332 24.7126811434523 271.114334520045 -729.686517869838 1.01484781702303
-7.59114370186626 -8.46759889576295 24.8243644424109 294.607960812996 -449.633499593204 1.00121213256663
-7.60970850588281 -8.47729743687345 24.8943094724318 291.627692508382 -460.512781385709 0.992796566467149
-7.58140105347997 -8.45608790916175 24.7141506426519 294.013559046479 568.545571369492 1.01466679975021
-7.61519533989105 -8.46793311449803 24.7458204879054 286.635687294228 353.007071427144 1.01077605395226
-7.62297240463857 -8.48341929319184 24.9554743976219 289.226996416709 -299.717635738563 0.985514523018952
-7.57854768412338 -8.4516653283848 24.9594322414341 293.486090922776 370.564648076617 0.985045775087106
-7.7091151799436 -8.55943616273526 24.7711731717895 285.823317063118 -786.419027239222 1.00767571626347
-7.59920657091837 -8.50540825537015 24.6746430969161 304.606820976985 -680.033323450239 1.01954847694013
-7.69999611433818 -8.57782026955633 24.6785359316576 295.068117711093 463.253075808268 1.01906607704706
-7.73537538359151 -8.57081220779605 24.751108089247 280.820218627164 48.0742830991615 1.01012839335703
-7.6885733018635 -8.54224910173705 24.7849283279421 286.950991160186 208.146049268707 1.00599892555899
-7.63250040041813 -8.52098955010459 24.9401063275698 298.653004074107 176.494989735733 0.987337465218261
-7.62436602736082 -8.50509576587003 24.9377891795115 296.044788252058 637.69291780763 0.987612712513483
-7.56180611940826 -8.46609012717528 24.6683888419658 303.962221205623 1245.92975327878 1.02032414165153
-7.64321966598957 -8.51779271938123 24.963625393441 293.975306023552 -135.677475575509 0.984549482639675
-7.67938818110103 -8.48765924120979 24.8831634842894 271.688832995687 930.870662234199 0.994131282954731
-7.64746827931311 -8.47482295233671 24.8067368690761 278.103518338342 359.660041343582 1.00334802225956
-7.62930021998126 -8.49679264681819 24.8174607856348 291.595254008237 24.3305529784062 1.00204790878852
-7.58731955316204 -8.47072252383573 24.8707141429024 296.943357263047 -1114.24904469055 0.995624904221848
-7.74766858097178 -8.56717292888375 24.8157738460281 275.464743088948 491.632933309179 1.00225227588528
-7.5268503461847 -8.40532951163014 24.7406407881329 295.288290092659 -940.312390903992 1.01141103500133
-7.54186715635095 -8.45874133062072 24.7912018703244 308.194226795299 543.30105308746 1.00523539904814
-7.56946678771685 -8.4257839399656 24.995971314135 287.838844232956 1238.06174009887 0.980732271479585
-7.62556020013217 -8.48816200015123 24.8277633471192 289.951339289103 230.506485936175 1.0008009929807
-7.5783274175095 -8.39382529591568 24.9212070770351 274.118025288224 -1415.34957580972 0.989585441320359
-7.68148566857882 -8.54418389459031 24.772293772804 289.983751516441 668.157237410357 1.00753897260618
-7.63179508190709 -8.4958989235259 24.8839150412239 290.45622923195 102.442857166934 0.994041209866208
-7.59848424691441 -8.48860051870803 24.9139585946613 299.199938052388 -621.926813667936 0.990449424422695
-7.55625563699508 -8.4664684486298 24.8723599922075 305.955104389711 -515.847595831659 0.995427270367161
-7.62895079943434 -8.48191277988664 24.9420172513221 286.711050903632 359.004798888603 0.987110549081411
-7.62305663176505 -8.45045476748125 24.9983531693139 278.118127704945 -237.823991303994 0.980451964253787
-7.61489881344399 -8.4544697219729 24.8513758000762 282.209832336016 472.452184815153 0.997950979315172
