# Fix print output for fix thermodata
-7.35548355057826 -8.32542524158633 24.9367675285541 326.032118567235 -229.321301472685 0.987734103966188
-7.44789056186937 -8.39048487512584 24.8467132412239 316.839686085704 1193.91771644397 0.998512890059547
-7.4690370282424 -8.36406764054853 24.9586272538958 300.851823793056 -619.991887476955 0.985141089842294
-7.5124530581828 -8.40003112010371 24.9882997708602 298.346754866389 536.186129442318 0.981635819163043
-7.44512343360435 -8.37196497968287 24.982420709555 311.544617213073 453.60962528259 0.982329001233056
-7.44649976807751 -8.40628112602337 24.8607048293314 322.61686696569 89.4724506176163 0.996827951530763
-7.46670157118079 -8.41167577025282 24.8375960183218 317.63965088935 -280.097740114486 0.999612876552439
-7.42515796697023 -8.315081099429 24.9273533996678 299.135017009091 -1011.42799978289 0.988853617322577
-7.48863169737485 -8.46086115685757 24.8326525411646 326.80111943553 707.374892562763 1.00020997916202
-7.43727368128485 -8.39334741713521 24.877461207856 321.37060247593 500.490696081558 0.994815047766482
-7.39722896391435 -8.37384247643483 24.6945134627627 328.274756575849 360.958931768063 1.01708932692028
-7.41829648182589 -8.34854096015077 24.9046833359731 312.688464539062 -1176.45827007629 0.991556456741786
-7.47839495808507 -8.41162558576959 24.8766331923155 313.692216219297 89.3084824069114 0.994914387946187
-7.41009633983352 -8.33422031344773 24.9503348605342 310.631143840282 62.701440437664 0.986123668976626
-7.4758436386301 -8.40471522164701 24.9040661415244 312.226985287288 333.332234914172 0.991630179438791
-7.51817295268959 -8.42372493669578 24.8792994261599 304.388433403102 -346.336128147923 0.994594556977516
-7.32804846192205 -8.23176234967385 25.0183442476242 303.770583462732 -1055.85977814374 0.978103531332595
-7.37328463218928 -8.31193784304385 24.8822862460185 315.514940508217 -495.332686454024 0.994236432547341
-7.48298792992026 -8.44858578228779 25.0119885121376 324.57199892518 -443.227742440961 0.978849351337813
-7.49066280605947 -8.36656181590561 24.9521817161041 294.421007446627 -854.860357411962 0.985904719000816
-7.30914872158152 -8.24431031701185 25.1240147061608 314.341283591995 -733.50039995197 0.96581379030516
-7.51147405268634 -8.38452124761786 25.0694565943465 293.462410381466 369.564614317396 0.972133161568228
-7.43565484863429 -8.35681970105661 24.8475022742845 309.636477294617 569.112743891386 0.998417769674232
-7.44211747886168 -8.33349658780058 24.9214280267415 299.624422816469 -254.51481872565 0.989559120997868
-7.46450912740708 -8.3974672646925 24.8243043471394 313.600622443167 -729.334923379826 1.00121940385928
-7.58235658138774 -8.47361526323017 24.8711081037515 299.583942959013 4.84241494594385 0.995577592575986
-7.51471034400015 -8.39300246480347 24.9093044468227 295.225417693729 330.477486963032 0.991004706012921
-7.45404206808439 -8.40176786602134 24.9739896435145 318.564561753264 -156.603666543484 0.983324221912116
-7.40324118492337 -8.33938558091705 24.9108914275287 314.671638037804 -181.93519624891 0.990815318351283
-7.43350368175408 -8.35663936514791 24.8664363317329 310.29894412426 245.877155720497 0.996138829259581
-7.38572499830094 -8.30765325257662 24.8721556647778 309.893083981266 -482.919231929437 0.995451803194463
-7.48900229086198 -8.35555594527434 24.8948564946108 291.279698995731 313.075976206568 0.992731122851353
